run_label,method_family,coverage_target,n_cells,n_attained,mean_frontier_set_size,median_frontier_set_size,mean_coverage,mean_point_risk,attainment_rate
minimax_anes_real_promptopt,llm_prompt_optimized,0.8,3,3,0.9238095238095237,0.9285714285714286,0.8809523809523809,0.052380952380952334,1.0
minimax_anes_real_promptopt,llm_prompt_optimized,0.9,3,3,1.2890331890331892,1.4242424242424243,0.9562770562770563,0.05887445887445883,1.0
minimax_anes_real_promptopt,llm_prompt_policy_frontier,0.8,3,3,0.8717948717948718,0.8769230769230769,0.8205128205128206,0.07692307692307687,1.0
minimax_anes_real_promptopt,llm_prompt_policy_frontier,0.9,3,3,0.9494505494505496,0.953846153846154,0.8893772893772894,0.06520146520146514,1.0
minimax_anes_real_promptopt,overall_frontier,0.8,6,5,0.8494065934065935,0.86,0.8022197802197801,0.08470329670329665,0.8333333333333334
minimax_anes_real_promptopt,overall_frontier,0.9,6,6,0.9463919413919415,0.956923076923077,0.893021978021978,0.06926739926739922,1.0
minimax_anes_real_promptopt,reference,0.8,6,5,0.8988571428571429,0.86,0.852,0.0751428571428571,0.8333333333333334
minimax_anes_real_promptopt,reference,0.9,6,6,1.0823809523809522,0.9742857142857142,0.9221428571428572,0.06761904761904758,1.0
minimax_anes_schema_budgetgrid,llm_cached,0.8,70,70,0.9813807952221681,0.9489352455454151,0.8899000789662117,0.06780663534300506,1.0
minimax_anes_schema_budgetgrid,llm_cached,0.9,60,60,1.1410446449367766,1.0,0.9404963714444122,0.06572522916535796,1.0
minimax_anes_schema_budgetgrid,llm_fixed_prompt_frontier,0.8,70,70,0.9813807952221681,0.9489352455454151,0.8899000789662117,0.06780663534300506,1.0
minimax_anes_schema_budgetgrid,llm_fixed_prompt_frontier,0.9,60,60,1.1410446449367766,1.0,0.9404963714444122,0.06572522916535796,1.0
minimax_anes_schema_budgetgrid,llm_prompt_optimized,0.8,70,66,0.9555838950410676,0.9418112568768514,0.8818781145574692,0.06922493071105679,0.9428571428571428
minimax_anes_schema_budgetgrid,llm_prompt_optimized,0.9,60,56,1.1186018407641718,1.0,0.9402443507937653,0.07133590861991049,0.9333333333333333
minimax_anes_schema_budgetgrid,llm_prompt_policy_frontier,0.8,70,70,0.9386203257155293,0.9340688523007097,0.8700746479186628,0.06964969495028472,1.0
minimax_anes_schema_budgetgrid,llm_prompt_policy_frontier,0.9,60,60,1.078446584354158,1.0,0.9300712888438387,0.07003322080062194,1.0
minimax_anes_schema_budgetgrid,overall_frontier,0.8,70,70,0.8929676576151185,0.8833333333333333,0.8385337066907756,0.0717379690378411,1.0
